t,cpu.0,cpu.1,cpu.2,cpu.3,gpu.0,gpu.1,gpu.2,gpu.3,ram.0,ram.1,net.0,net.1,disk.0,disk.1,disk.2,disk.3
399.037,9.6,3.2,30.6,41.5,3.0,45.0,52.0,603.0,54.6,31.9,0.3,0.3,0.1,1003.0,311.0,876.0
400.041,11.9,2.1,26.6,41.5,20.0,45.0,52.0,603.0,54.6,31.9,2.2,4.1,0.0,1003.0,311.0,876.0
401.023,9.5,3.2,28.1,41.8,11.0,45.0,52.0,604.0,54.6,31.9,0.4,0.7,0.1,1003.0,311.0,876.0
402.036,8.7,3.2,20.0,41.8,4.0,45.0,52.0,604.0,54.6,31.9,0.0,0.0,0.2,1000.0,311.0,876.0
403.04,7.0,3.2,20.9,41.8,3.0,45.0,51.0,605.0,54.6,31.9,0.1,0.0,0.1,1000.0,311.0,876.0
404.044,7.7,3.2,21.9,41.8,3.0,45.0,51.0,605.0,54.6,31.9,0.1,0.1,0.6,1000.0,311.0,876.0
405.025,10.2,3.2,24.6,42.0,2.0,45.0,51.0,605.0,54.6,31.9,0.1,0.1,0.2,1000.0,311.0,876.0
406.042,8.2,3.2,21.5,42.0,4.0,45.0,51.0,604.0,54.5,31.9,0.0,0.0,0.0,1002.0,310.0,876.0
407.028,7.9,3.2,18.5,42.0,1.0,45.0,51.0,605.0,54.6,31.9,0.0,0.1,0.6,1002.0,310.0,876.0
408.033,7.9,3.2,19.1,42.0,4.0,44.0,51.0,605.0,54.6,31.9,0.1,0.1,0.3,1002.0,310.0,876.0
409.039,9.2,2.8,25.7,41.8,1.0,44.0,51.0,604.0,54.5,31.9,0.1,0.1,0.1,1002.0,310.0,876.0
410.03,7.9,3.2,22.7,41.8,9.0,44.0,52.0,604.0,54.5,31.9,0.1,0.1,0.0,1002.0,310.0,878.0
411.031,11.0,3.2,29.0,41.8,4.0,45.0,51.0,605.0,54.6,31.9,0.0,0.0,0.0,1002.0,310.0,878.0
412.025,11.8,3.2,35.7,41.8,1.0,45.0,51.0,605.0,54.5,31.9,4.7,9.1,1.1,1002.0,310.0,878.0
413.037,13.2,1.2,35.6,42.0,3.0,45.0,51.0,605.0,54.6,31.9,0.0,0.0,0.2,1002.0,310.0,878.0
414.037,8.4,3.2,23.2,42.0,2.0,45.0,51.0,604.0,54.6,31.9,0.1,0.1,0.1,1001.0,311.0,875.0
415.042,7.4,3.2,26.6,42.0,5.0,45.0,51.0,604.0,54.6,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
416.034,12.0,3.2,26.9,42.0,7.0,45.0,52.0,604.0,54.6,31.9,2.7,4.9,0.1,1001.0,311.0,875.0
417.024,22.3,3.2,46.3,42.3,8.0,45.0,52.0,603.0,54.6,31.9,0.1,0.0,0.1,1001.0,311.0,875.0
418.031,10.3,3.2,22.4,42.3,3.0,45.0,51.0,603.0,54.7,31.9,0.3,0.4,0.3,1002.0,312.0,875.0
419.035,12.3,3.2,27.3,42.3,8.0,45.0,51.0,603.0,54.7,31.9,4.3,8.6,1.2,1002.0,312.0,875.0
420.025,6.9,3.2,20.6,42.3,10.0,45.0,51.0,604.0,54.7,31.9,0.0,0.0,0.0,1002.0,312.0,875.0
421.045,9.2,3.2,29.2,42.5,7.0,45.0,51.0,604.0,54.7,31.9,0.0,0.0,0.0,1002.0,312.0,875.0
422.03,6.8,3.2,25.0,42.5,3.0,45.0,51.0,604.0,54.7,31.9,0.1,0.1,0.0,1012.0,319.0,882.0
423.039,4.9,3.2,20.3,42.5,6.0,44.0,51.0,605.0,54.7,31.9,0.1,0.1,0.0,1012.0,319.0,882.0
424.032,6.8,3.2,21.9,42.5,4.0,45.0,51.0,606.0,54.7,31.9,0.0,0.0,0.1,1012.0,319.0,882.0
425.052,10.8,2.2,28.8,41.8,6.0,45.0,51.0,606.0,54.7,31.9,0.0,0.0,0.1,1012.0,319.0,882.0
426.035,7.1,2.8,28.6,41.8,7.0,45.0,52.0,605.0,54.7,31.9,0.1,0.1,0.0,1001.0,311.0,879.0
427.054,7.4,3.2,18.8,41.8,7.0,45.0,52.0,604.0,54.7,31.9,0.4,0.7,0.1,1001.0,311.0,879.0
428.025,9.3,3.2,21.0,41.8,6.0,45.0,52.0,604.0,54.7,31.9,0.1,0.1,0.2,1001.0,311.0,879.0
429.031,8.5,2.6,20.0,41.8,14.0,45.0,52.0,605.0,54.7,31.9,0.0,0.0,0.0,1001.0,311.0,879.0
430.029,10.6,3.2,23.5,41.8,9.0,45.0,52.0,605.0,54.7,31.9,0.0,0.0,0.0,1002.0,311.0,877.0
431.04,9.8,3.2,18.5,41.8,4.0,45.0,51.0,604.0,54.7,31.9,1.8,3.4,0.9,1002.0,311.0,877.0
432.03,11.3,3.2,27.0,41.8,4.0,45.0,51.0,603.0,54.6,31.9,2.8,5.5,0.4,1002.0,311.0,877.0
433.03,5.8,3.2,13.8,41.3,5.0,45.0,51.0,603.0,54.6,31.9,0.1,0.1,0.8,1002.0,311.0,877.0
434.04,8.1,3.2,23.1,41.3,4.0,45.0,52.0,602.0,54.6,31.9,6.1,3.2,0.7,1001.0,311.0,875.0
435.029,7.6,3.2,19.1,41.3,2.0,44.0,52.0,603.0,54.6,31.9,0.2,0.1,0.0,1001.0,311.0,875.0
436.052,8.0,2.3,16.9,41.3,4.0,45.0,52.0,603.0,54.6,31.9,0.1,0.1,0.0,1001.0,311.0,875.0
437.04,11.3,3.2,27.3,41.3,6.0,44.0,51.0,602.0,54.6,31.9,0.3,0.4,0.3,1001.0,311.0,875.0
438.042,10.2,2.2,21.9,41.3,7.0,45.0,52.0,602.0,54.6,31.9,4.3,8.6,0.1,1001.0,311.0,874.0
439.039,9.6,3.2,21.9,41.3,7.0,45.0,52.0,602.0,54.6,31.9,0.1,0.0,0.0,1001.0,311.0,874.0
440.03,7.2,2.3,16.9,41.3,3.0,44.0,52.0,602.0,54.6,31.9,0.1,0.1,0.0,1001.0,311.0,874.0
441.027,13.1,2.2,36.9,42.0,5.0,44.0,52.0,603.0,54.6,31.9,0.1,0.1,0.1,1001.0,311.0,874.0
442.034,17.1,2.5,31.7,42.0,12.0,45.0,52.0,603.0,54.6,31.9,0.4,0.6,0.0,1001.0,311.0,874.0
443.032,16.8,1.6,35.7,42.0,13.0,45.0,52.0,604.0,54.6,31.9,1.7,3.4,0.9,1001.0,311.0,874.0
444.034,9.3,2.8,18.5,42.0,4.0,45.0,52.0,603.0,54.6,31.9,2.9,5.5,0.0,1001.0,311.0,874.0
445.037,8.6,3.2,18.5,42.0,2.0,44.0,52.0,604.0,54.6,31.9,0.1,0.1,0.0,1001.0,311.0,874.0
446.045,8.2,3.2,25.7,42.0,9.0,45.0,52.0,604.0,54.5,31.9,0.5,0.9,0.1,1009.0,317.0,883.0
447.031,9.1,3.2,21.7,42.0,6.0,45.0,52.0,604.0,54.5,31.9,0.0,0.0,0.0,1009.0,317.0,883.0
448.034,7.4,2.8,17.2,42.0,2.0,45.0,51.0,604.0,54.5,31.9,0.1,0.1,0.1,1009.0,317.0,883.0
449.041,8.5,3.2,21.9,41.3,5.0,45.0,52.0,603.0,54.6,31.9,0.0,0.0,0.6,1009.0,317.0,883.0
450.046,6.2,3.2,16.9,41.3,9.0,45.0,52.0,602.0,54.5,31.9,0.0,0.0,0.1,1001.0,311.0,876.0
451.034,7.8,3.2,20.6,41.3,7.0,45.0,52.0,601.0,54.5,31.9,2.2,4.4,0.1,1001.0,311.0,876.0
452.035,11.3,2.8,19.7,41.3,18.0,45.0,52.0,602.0,54.5,31.9,0.1,0.1,0.0,1001.0,311.0,876.0
453.054,8.6,1.2,19.4,41.3,6.0,44.0,52.0,601.0,54.6,31.9,0.1,0.0,0.1,1001.0,311.0,876.0
454.029,9.5,3.2,20.3,41.3,6.0,45.0,52.0,601.0,54.5,31.9,0.0,0.0,0.0,1000.0,311.0,875.0
455.036,7.4,3.2,20.3,41.3,6.0,44.0,52.0,600.0,54.5,31.9,0.1,0.0,0.3,1000.0,311.0,875.0
456.026,6.7,3.2,14.3,41.3,3.0,45.0,52.0,600.0,54.6,31.9,0.0,0.0,0.0,1000.0,311.0,875.0
457.034,7.1,3.2,20.0,41.8,4.0,45.0,52.0,600.0,54.5,31.9,0.0,0.0,0.0,1000.0,311.0,875.0
458.036,6.6,1.2,20.0,41.8,7.0,44.0,52.0,598.0,54.6,31.9,0.0,0.0,0.1,1001.0,312.0,873.0
459.03,7.0,3.2,17.6,41.8,2.0,45.0,52.0,599.0,54.6,31.9,0.0,0.0,0.0,1001.0,312.0,873.0
460.027,10.4,1.2,21.9,41.8,6.0,45.0,52.0,599.0,54.5,31.9,0.0,0.0,0.0,1001.0,312.0,873.0
461.026,10.6,3.2,23.8,41.5,11.0,44.0,52.0,601.0,54.5,31.9,0.4,0.8,0.8,1001.0,312.0,873.0
462.024,12.5,3.2,31.9,41.5,6.0,45.0,52.0,601.0,54.5,31.9,1.9,3.5,0.4,1001.0,311.0,875.0
463.042,9.9,3.2,24.6,41.5,7.0,45.0,52.0,600.0,54.5,31.9,0.2,0.1,0.9,1001.0,311.0,875.0
464.032,7.1,3.2,16.4,41.5,3.0,44.0,52.0,600.0,54.6,31.9,0.0,0.0,0.5,1001.0,311.0,875.0
465.042,7.6,3.1,19.0,41.8,4.0,45.0,52.0,600.0,54.6,31.9,0.1,0.1,0.2,1001.0,311.0,875.0
466.031,6.8,3.1,20.3,41.8,5.0,45.0,51.0,600.0,54.6,31.9,0.4,0.6,0.4,1002.0,311.0,875.0
467.047,7.4,3.2,18.5,41.8,4.0,45.0,52.0,600.0,54.5,31.9,0.0,0.0,0.0,1002.0,311.0,875.0
468.037,8.8,3.2,21.2,41.8,4.0,44.0,52.0,600.0,54.6,31.9,0.0,0.0,0.0,1002.0,311.0,875.0
469.029,6.2,3.2,20.6,41.0,14.0,44.0,52.0,601.0,54.5,31.9,0.0,0.0,0.0,1002.0,311.0,875.0
470.041,15.8,3.2,27.7,41.0,9.0,45.0,52.0,602.0,54.6,31.9,0.2,0.2,1.0,1001.0,311.0,875.0
471.029,8.6,3.2,17.2,41.0,7.0,44.0,52.0,603.0,54.6,31.9,0.1,0.1,0.0,1001.0,311.0,875.0
472.034,6.1,3.2,16.2,41.0,7.0,45.0,52.0,602.0,54.6,31.9,0.0,0.0,0.2,1001.0,311.0,875.0
473.03,9.0,3.1,20.3,42.0,7.0,44.0,52.0,602.0,54.6,31.9,0.1,0.2,0.2,1001.0,311.0,875.0
474.047,11.7,2.2,25.4,42.0,1.0,44.0,51.0,602.0,54.6,31.9,0.2,0.2,0.1,1000.0,311.0,876.0
475.025,8.5,2.8,19.7,42.0,7.0,44.0,52.0,602.0,54.6,31.9,0.1,0.0,0.0,1000.0,311.0,876.0
476.038,12.7,3.2,28.2,42.0,5.0,45.0,52.0,602.0,54.6,31.9,2.4,4.6,0.6,1000.0,311.0,876.0
477.032,4.1,3.2,10.9,42.0,5.0,45.0,52.0,603.0,54.6,31.9,0.1,0.1,0.0,1000.0,311.0,876.0
478.042,6.7,3.2,18.8,42.0,8.0,44.0,52.0,603.0,54.6,31.9,0.0,0.0,0.1,1002.0,311.0,875.0
479.045,7.6,2.8,17.2,42.0,3.0,45.0,52.0,603.0,54.6,31.9,0.0,0.0,0.5,1002.0,311.0,875.0
480.027,5.2,3.2,15.6,42.0,2.0,45.0,52.0,603.0,54.6,31.9,0.0,0.0,0.1,1002.0,311.0,875.0
481.036,6.8,1.9,17.2,41.0,0.0,44.0,51.0,604.0,54.6,31.9,0.3,0.5,0.1,1002.0,311.0,875.0
482.029,9.2,2.6,21.5,41.0,12.0,45.0,52.0,604.0,54.6,31.9,0.0,0.0,0.1,1001.0,311.0,877.0
483.023,6.6,3.2,16.4,41.0,6.0,45.0,52.0,605.0,54.6,31.9,0.0,0.0,0.2,1001.0,311.0,877.0
484.026,5.3,3.2,12.5,41.0,4.0,44.0,52.0,604.0,54.6,31.9,0.0,0.0,0.0,1001.0,311.0,877.0
485.037,7.5,3.2,17.2,41.5,10.0,44.0,52.0,604.0,54.6,31.9,0.2,0.2,0.0,1001.0,311.0,877.0
486.023,5.5,3.2,14.1,41.5,6.0,44.0,52.0,604.0,54.6,31.9,0.0,0.1,0.0,1000.0,310.0,875.0
487.044,12.0,3.2,25.0,41.5,11.0,44.0,52.0,604.0,54.6,31.9,0.1,0.2,0.2,1000.0,310.0,875.0
488.037,19.0,1.3,35.6,41.5,10.0,44.0,52.0,604.0,54.6,31.9,4.9,9.7,0.1,1000.0,310.0,875.0
489.03,10.1,3.2,21.5,41.8,4.0,44.0,52.0,604.0,54.7,31.9,0.0,0.0,0.0,1000.0,310.0,875.0
490.024,7.1,1.2,25.7,41.8,5.0,45.0,52.0,605.0,54.6,31.9,0.1,0.0,0.0,1001.0,311.0,874.0
491.025,9.9,3.2,23.4,41.8,4.0,44.0,52.0,604.0,54.6,31.9,0.1,0.1,0.0,1001.0,311.0,874.0
492.033,7.2,3.2,21.5,41.8,5.0,44.0,52.0,605.0,54.7,31.9,0.0,0.0,0.0,1001.0,311.0,874.0
493.043,18.2,2.1,31.9,41.8,3.0,45.0,52.0,604.0,54.7,31.9,3.1,6.1,0.7,1001.0,311.0,874.0
494.044,11.0,3.1,28.6,41.8,7.0,44.0,52.0,604.0,54.6,31.9,3.6,7.1,0.6,1001.0,311.0,876.0
495.046,7.2,2.1,19.1,41.8,2.0,45.0,52.0,605.0,54.7,31.9,0.1,0.1,0.0,1001.0,311.0,876.0
496.04,8.3,3.2,24.3,41.8,13.0,45.0,52.0,605.0,54.7,31.9,0.1,0.1,0.0,1001.0,311.0,876.0
497.041,5.9,1.6,22.9,41.3,6.0,44.0,52.0,605.0,54.7,31.9,0.1,0.0,0.0,1001.0,311.0,876.0
498.056,9.7,1.2,21.2,41.3,1.0,44.0,52.0,605.0,54.6,31.9,0.1,0.1,0.0,1003.0,311.0,875.0
499.047,8.0,1.2,18.8,41.3,7.0,45.0,52.0,604.0,54.7,31.9,0.1,0.1,0.1,1003.0,311.0,875.0
500.039,7.4,3.2,21.4,41.3,10.0,44.0,52.0,604.0,54.7,31.9,0.0,0.0,0.0,1003.0,311.0,875.0
501.041,9.5,1.2,23.5,41.3,2.0,44.0,52.0,604.0,54.7,31.9,0.2,0.2,0.0,1003.0,311.0,875.0
502.041,5.8,3.2,10.9,41.3,7.0,44.0,51.0,604.0,54.6,31.9,0.4,0.6,0.0,1002.0,311.0,874.0
503.026,7.4,1.2,19.0,41.3,3.0,44.0,51.0,605.0,54.7,31.9,0.2,0.1,0.0,1002.0,311.0,874.0
504.057,9.3,3.2,24.3,41.3,2.0,44.0,51.0,604.0,54.7,31.9,0.0,0.0,0.3,1002.0,311.0,874.0
505.041,10.9,3.2,18.8,41.0,2.0,44.0,51.0,605.0,54.6,31.9,0.1,0.1,0.1,1002.0,311.0,874.0
506.041,7.4,3.2,18.8,41.0,7.0,44.0,51.0,606.0,54.6,31.9,0.1,0.1,0.6,996.0,301.0,872.0
507.062,6.8,3.2,14.1,41.0,0.0,44.0,51.0,606.0,54.6,31.9,0.0,0.0,0.1,996.0,301.0,872.0
508.043,8.3,2.8,25.4,41.0,5.0,45.0,51.0,605.0,54.6,31.9,0.2,0.3,0.3,996.0,301.0,872.0
509.042,6.9,3.1,22.9,41.0,4.0,44.0,51.0,606.0,54.6,31.9,0.1,0.1,1.0,996.0,301.0,872.0
510.04,5.9,3.2,18.6,41.0,3.0,44.0,51.0,605.0,54.6,31.9,0.0,0.0,0.1,979.0,283.0,864.0
511.051,6.1,3.2,18.5,41.0,4.0,44.0,51.0,605.0,54.6,31.9,0.0,0.0,0.0,979.0,283.0,864.0
512.033,5.9,3.2,12.1,41.0,6.0,44.0,51.0,605.0,54.6,31.9,0.0,0.1,0.3,979.0,283.0,864.0
513.03,8.8,3.2,18.8,41.0,12.0,44.0,52.0,604.0,54.7,31.9,0.1,0.1,0.1,979.0,283.0,864.0
514.036,10.7,2.9,26.6,41.0,2.0,44.0,51.0,605.0,54.7,31.9,0.0,0.0,0.1,979.0,283.0,862.0
515.038,8.4,2.9,20.0,41.0,7.0,44.0,51.0,605.0,54.6,31.9,0.1,0.1,0.0,979.0,283.0,862.0
516.042,6.0,3.2,18.5,41.0,2.0,44.0,51.0,605.0,54.6,31.9,0.1,0.1,0.0,979.0,283.0,862.0
517.026,5.2,3.2,13.6,41.0,2.0,45.0,52.0,606.0,54.6,31.9,0.2,0.3,0.2,979.0,283.0,862.0
518.026,7.1,1.2,26.1,41.0,3.0,44.0,51.0,606.0,54.7,31.9,0.1,0.1,0.0,980.0,282.0,862.0
519.038,14.9,3.2,28.2,41.0,7.0,45.0,52.0,605.0,54.6,31.9,2.7,4.9,0.0,980.0,282.0,862.0
520.026,6.8,3.2,20.6,41.0,5.0,45.0,52.0,605.0,54.6,31.9,0.1,0.1,0.0,980.0,282.0,862.0
521.03,10.4,2.5,25.4,41.8,5.0,44.0,52.0,605.0,54.6,31.9,0.1,0.1,0.0,980.0,282.0,862.0
522.029,6.5,3.2,20.0,41.8,12.0,44.0,52.0,605.0,54.6,31.9,0.1,0.1,0.7,980.0,283.0,864.0
523.031,5.3,3.2,13.4,41.8,6.0,44.0,52.0,605.0,54.6,31.9,0.2,0.3,0.1,980.0,283.0,864.0
524.029,8.1,3.2,23.9,41.8,7.0,45.0,52.0,605.0,54.6,31.9,0.0,0.0,0.5,980.0,283.0,864.0
525.031,7.4,3.2,18.5,41.3,5.0,44.0,51.0,605.0,54.6,31.9,0.1,0.1,0.3,980.0,283.0,864.0
526.035,8.2,2.5,17.4,41.3,3.0,44.0,51.0,605.0,54.6,31.9,0.1,0.0,0.0,979.0,283.0,864.0
527.025,8.1,3.2,19.4,41.3,6.0,44.0,51.0,605.0,54.6,31.9,0.3,0.3,0.0,979.0,283.0,864.0
528.032,10.9,2.8,25.4,41.3,6.0,45.0,51.0,606.0,54.6,31.9,0.1,0.1,0.2,979.0,283.0,864.0
529.025,14.4,3.2,24.6,41.3,5.0,45.0,51.0,605.0,54.6,31.9,0.2,0.0,0.9,979.0,283.0,864.0
530.061,10.8,3.2,30.1,41.3,8.0,45.0,51.0,603.0,54.6,31.9,0.0,0.1,0.1,978.0,283.0,860.0
531.033,15.3,3.2,25.4,41.3,6.0,45.0,51.0,602.0,54.7,31.9,0.4,0.0,0.5,978.0,283.0,860.0
532.024,24.6,3.2,54.7,41.3,8.0,45.0,52.0,601.0,54.7,31.9,0.1,0.1,0.1,978.0,283.0,860.0
533.038,11.9,1.2,22.7,42.0,8.0,44.0,51.0,601.0,54.8,31.9,0.4,0.2,0.3,978.0,283.0,860.0
534.041,26.7,3.2,37.7,42.0,37.0,44.0,52.0,601.0,54.8,31.9,1.1,0.7,0.4,986.0,288.0,866.0
535.037,20.2,3.2,58.5,42.0,11.0,45.0,52.0,601.0,54.8,31.9,0.1,0.1,0.7,986.0,288.0,866.0
536.032,11.6,3.2,22.9,42.0,8.0,45.0,51.0,600.0,54.7,31.9,0.1,0.1,0.2,986.0,288.0,866.0
537.049,5.7,3.2,13.2,42.0,5.0,44.0,51.0,600.0,54.8,31.9,0.1,0.1,0.2,986.0,288.0,866.0
538.047,7.2,3.2,18.8,42.0,5.0,44.0,51.0,600.0,54.7,31.9,0.1,0.1,0.1,1002.0,309.0,872.0
539.028,8.7,3.2,25.7,42.0,13.0,44.0,51.0,600.0,54.7,31.9,0.1,0.1,1.8,1002.0,309.0,872.0
540.039,11.4,3.2,27.7,42.0,4.0,44.0,51.0,600.0,54.7,31.9,4.6,9.2,0.3,1002.0,309.0,872.0
541.039,13.1,1.9,22.9,41.3,7.0,44.0,51.0,600.0,54.6,31.9,0.1,0.1,0.1,1002.0,309.0,872.0
542.041,6.3,2.3,15.6,41.3,8.0,44.0,52.0,600.0,54.7,31.9,0.1,0.0,0.1,1002.0,310.0,874.0
543.038,8.5,2.6,17.5,41.3,6.0,44.0,52.0,602.0,54.6,31.9,0.0,0.0,0.0,1002.0,310.0,874.0
544.043,9.5,1.2,18.8,41.3,7.0,45.0,51.0,602.0,54.6,31.9,0.2,0.2,0.0,1002.0,310.0,874.0
545.031,6.9,3.2,24.3,40.8,7.0,44.0,51.0,601.0,54.6,31.9,0.0,0.0,0.0,1002.0,310.0,874.0
546.042,9.0,2.5,27.0,40.8,5.0,44.0,51.0,600.0,54.6,31.9,0.0,0.0,0.1,988.0,297.0,870.0
547.032,8.5,2.5,28.8,40.8,4.0,45.0,51.0,601.0,54.6,31.9,0.0,0.0,0.0,988.0,297.0,870.0
548.04,8.3,1.2,20.6,40.8,8.0,45.0,51.0,601.0,54.6,31.9,0.0,0.0,0.2,988.0,297.0,870.0
549.032,7.4,3.2,21.9,41.0,5.0,44.0,51.0,601.0,54.6,31.9,0.2,0.1,0.1,988.0,297.0,870.0
550.048,4.6,3.2,13.4,41.0,3.0,44.0,51.0,601.0,54.6,31.9,0.0,0.0,0.0,979.0,283.0,864.0
551.033,9.5,3.2,24.6,41.0,12.0,44.0,51.0,602.0,54.7,31.9,0.0,0.0,0.0,979.0,283.0,864.0
552.051,9.3,3.1,22.1,41.0,6.0,45.0,51.0,602.0,54.7,31.9,0.1,0.1,0.1,979.0,283.0,864.0
553.048,16.3,1.2,34.4,41.3,1.0,44.0,51.0,602.0,54.7,31.9,4.8,9.2,0.3,979.0,283.0,864.0
554.027,13.3,1.2,30.2,41.3,7.0,44.0,51.0,603.0,54.6,31.9,0.0,0.0,0.6,980.0,282.0,864.0
555.031,9.5,2.9,24.6,41.3,7.0,45.0,52.0,603.0,54.7,31.9,0.4,0.6,0.8,980.0,282.0,864.0
556.026,7.0,3.2,20.3,41.3,5.0,44.0,51.0,604.0,54.7,31.9,0.0,0.0,0.1,980.0,282.0,864.0
557.041,5.4,3.2,20.3,41.3,4.0,44.0,52.0,604.0,54.7,31.9,0.0,0.0,0.0,980.0,282.0,864.0
558.038,7.3,3.2,19.4,41.3,3.0,44.0,51.0,604.0,54.7,31.9,0.0,0.0,0.1,980.0,283.0,863.0
559.032,4.5,3.2,15.6,41.3,12.0,45.0,51.0,604.0,54.7,31.9,0.0,0.0,0.1,980.0,283.0,863.0
560.031,5.8,3.2,17.6,41.3,3.0,45.0,51.0,603.0,54.7,31.9,0.0,0.0,0.0,980.0,283.0,863.0
561.036,8.9,2.6,21.5,41.0,3.0,44.0,51.0,604.0,54.7,31.9,0.0,0.0,0.1,980.0,283.0,863.0
562.029,6.8,3.2,12.7,41.0,11.0,44.0,51.0,604.0,54.6,31.9,0.0,0.0,0.0,979.0,283.0,861.0
563.038,7.0,1.2,16.9,41.0,2.0,45.0,51.0,604.0,54.7,31.9,0.0,0.0,0.1,979.0,283.0,861.0
564.031,7.9,3.2,17.6,41.0,3.0,44.0,51.0,605.0,54.7,31.9,0.0,0.0,0.0,979.0,283.0,861.0
565.045,10.6,3.1,28.0,41.0,5.0,44.0,51.0,605.0,54.7,31.9,0.0,0.0,0.1,979.0,283.0,861.0
566.034,7.1,3.1,20.6,41.0,4.0,45.0,51.0,606.0,54.7,31.9,0.0,0.0,0.0,979.0,283.0,861.0
567.033,6.7,2.5,19.0,41.0,3.0,44.0,51.0,606.0,54.7,31.9,0.0,0.0,0.0,979.0,283.0,861.0
568.027,6.6,3.2,20.0,41.0,5.0,45.0,51.0,605.0,54.6,31.9,0.1,0.0,0.1,979.0,283.0,861.0
569.03,6.9,3.2,20.3,41.0,8.0,44.0,51.0,604.0,54.6,31.9,0.1,0.1,1.1,979.0,283.0,861.0
570.027,6.7,2.9,23.1,41.0,4.0,44.0,51.0,605.0,54.7,31.9,0.2,0.3,0.0,979.0,283.0,861.0
571.03,7.5,3.2,17.9,41.0,1.0,44.0,51.0,606.0,54.6,31.9,0.0,0.0,0.1,979.0,283.0,861.0
572.049,7.3,3.1,18.8,41.0,4.0,44.0,51.0,606.0,54.6,31.9,0.0,0.1,0.0,979.0,283.0,861.0
573.058,9.2,1.2,23.1,41.0,3.0,45.0,51.0,606.0,54.7,31.9,0.0,0.0,0.0,979.0,283.0,861.0
574.038,36.9,3.2,57.1,41.0,4.0,44.0,51.0,604.0,54.8,31.9,0.0,0.0,0.2,979.0,283.0,864.0
575.032,40.9,3.2,62.5,41.0,10.0,44.0,52.0,605.0,54.9,31.9,0.2,0.1,0.4,979.0,283.0,864.0
576.037,18.5,3.2,50.8,41.0,5.0,44.0,51.0,605.0,54.9,31.9,0.0,0.0,0.1,979.0,283.0,864.0
577.034,38.7,3.2,59.1,45.3,4.0,44.0,51.0,604.0,54.8,31.9,0.0,0.0,2.4,979.0,283.0,864.0
578.036,38.2,3.2,59.7,45.3,4.0,44.0,51.0,605.0,54.9,31.9,0.0,0.0,0.7,1021.0,318.0,885.0
579.027,41.8,3.2,55.6,45.3,4.0,44.0,51.0,603.0,55.0,31.9,0.3,0.2,0.2,1021.0,318.0,885.0
580.025,25.3,3.2,67.2,45.3,4.0,44.0,51.0,603.0,55.0,31.9,0.0,0.0,0.1,1021.0,318.0,885.0
581.039,23.9,1.2,76.9,47.5,11.0,45.0,52.0,603.0,55.0,31.9,0.0,0.0,1.6,1021.0,318.0,885.0
582.028,23.8,3.2,95.3,47.5,6.0,44.0,51.0,603.0,55.0,31.9,0.0,0.0,4.3,1102.0,398.0,950.0
583.03,42.2,3.2,82.5,47.5,4.0,45.0,52.0,602.0,54.9,31.9,0.1,0.1,5.4,1102.0,398.0,950.0
584.025,30.9,3.2,46.9,47.5,2.0,45.0,51.0,602.0,55.0,31.9,0.0,0.0,1.2,1102.0,398.0,950.0
585.025,28.2,3.2,50.0,47.0,11.0,44.0,51.0,603.0,55.0,31.9,0.0,0.0,4.3,1102.0,398.0,950.0
586.025,19.8,3.2,59.2,47.0,3.0,44.0,51.0,603.0,54.9,31.9,0.0,0.0,4.2,1113.0,409.0,957.0
587.031,39.6,1.6,67.7,47.0,7.0,44.0,51.0,602.0,55.0,31.9,0.0,0.0,4.2,1113.0,409.0,957.0
588.039,12.8,3.2,29.7,47.0,6.0,44.0,51.0,603.0,54.9,31.9,0.1,0.1,0.1,1113.0,409.0,957.0
589.026,14.2,3.2,34.3,43.8,5.0,44.0,51.0,604.0,54.9,31.9,0.1,0.0,3.5,1113.0,409.0,957.0
590.041,13.9,3.2,27.7,43.8,4.0,44.0,51.0,603.0,54.9,31.9,0.5,1.0,3.4,1100.0,399.0,942.0
591.058,16.0,3.2,33.8,43.8,4.0,44.0,51.0,603.0,54.9,31.9,4.1,8.2,3.1,1100.0,399.0,942.0
592.031,8.4,3.2,19.0,43.8,5.0,44.0,51.0,604.0,54.9,31.9,0.2,0.1,0.1,1100.0,399.0,942.0
593.039,10.9,3.2,21.9,42.0,1.0,44.0,51.0,605.0,54.9,31.9,0.1,0.1,3.5,1100.0,399.0,942.0
594.038,20.2,3.2,40.0,42.0,11.0,45.0,51.0,604.0,54.9,31.9,0.8,0.8,2.4,1031.0,342.0,909.0
595.032,11.7,2.5,29.7,42.0,5.0,44.0,52.0,603.0,54.9,31.9,0.1,0.1,0.1,1031.0,342.0,909.0
596.025,20.3,3.2,47.8,42.0,4.0,44.0,52.0,604.0,55.0,31.9,0.0,0.0,1.1,1031.0,342.0,909.0
597.034,11.3,3.2,21.5,42.0,4.0,44.0,51.0,604.0,54.9,31.9,0.1,0.1,0.9,1031.0,342.0,909.0
598.037,12.2,3.2,24.6,42.0,2.0,44.0,51.0,603.0,55.0,31.9,1.2,2.2,6.5,1006.0,315.0,884.0
599.046,14.7,1.3,31.2,42.0,4.0,44.0,51.0,604.0,55.0,31.9,0.2,0.1,3.6,1006.0,315.0,884.0
600.042,14.3,3.2,31.8,42.0,9.0,44.0,52.0,605.0,55.0,31.9,0.1,0.1,5.2,1006.0,315.0,884.0
