t_s;cpu.degc;disk.extraction_moy;disk.cpu_noctua;disk.case_group;fan.top_out;fan.rear_out
0.01;41.3;954.0;260.0;831.0;638.0;1270.0
1.02;41.3;954.0;260.0;831.0;638.0;1270.0
2.01;41.3;954.0;260.0;831.0;638.0;1270.0
3.21;41.3;954.0;260.0;831.0;638.0;1270.0
4.01;40.8;950.0;255.0;831.0;636.0;1264.0
5.01;40.8;950.0;255.0;831.0;636.0;1264.0
6.01;40.8;950.0;255.0;831.0;636.0;1264.0
7.02;40.8;950.0;255.0;831.0;636.0;1264.0
8.01;40.8;951.0;249.0;831.0;635.0;1267.0
9.01;40.8;951.0;249.0;831.0;635.0;1267.0
10.01;40.8;951.0;249.0;831.0;635.0;1267.0
11.01;40.0;951.0;249.0;831.0;635.0;1267.0
12.01;40.0;959.0;261.0;837.0;646.0;1272.0
13.01;40.0;959.0;261.0;837.0;646.0;1272.0
14.01;40.0;959.0;261.0;837.0;646.0;1272.0
15.01;39.3;959.0;261.0;837.0;646.0;1272.0
16.23;39.3;955.0;261.0;835.0;640.0;1269.0
17.01;39.3;955.0;261.0;835.0;640.0;1269.0
18.01;39.3;955.0;261.0;835.0;640.0;1269.0
19.01;40.3;955.0;261.0;835.0;640.0;1269.0
20.01;40.3;955.0;259.0;835.0;644.0;1267.0
21.27;40.3;955.0;259.0;835.0;644.0;1267.0
22.01;40.3;955.0;259.0;835.0;644.0;1267.0
23.01;41.0;955.0;259.0;835.0;644.0;1267.0
24.01;41.0;953.0;260.0;831.0;640.0;1265.0
25.01;41.0;953.0;260.0;831.0;640.0;1265.0
26.02;41.0;953.0;260.0;831.0;640.0;1265.0
27.01;40.5;953.0;260.0;831.0;640.0;1265.0
28.01;40.5;954.0;259.0;830.0;641.0;1268.0
29.01;40.5;954.0;259.0;830.0;641.0;1268.0
30.01;40.5;954.0;259.0;830.0;641.0;1268.0
31.05;40.5;954.0;259.0;830.0;641.0;1268.0
32.01;40.8;954.0;259.0;830.0;641.0;1268.0
33.01;40.8;952.0;257.0;832.0;638.0;1266.0
34.01;40.8;952.0;257.0;832.0;638.0;1266.0
35.01;40.8;952.0;257.0;832.0;638.0;1266.0
36.01;39.3;952.0;257.0;832.0;638.0;1266.0
37.01;39.3;956.0;258.0;832.0;642.0;1269.0
38.01;39.3;956.0;258.0;832.0;642.0;1269.0
39.01;39.3;956.0;258.0;832.0;642.0;1269.0
40.01;40.5;956.0;258.0;832.0;642.0;1269.0
41.01;40.5;954.0;259.0;833.0;638.0;1269.0
42.01;40.5;954.0;259.0;833.0;638.0;1269.0
43.16;40.5;954.0;259.0;833.0;638.0;1269.0
44.01;40.8;954.0;259.0;833.0;638.0;1269.0
45.01;40.8;951.0;257.0;830.0;637.0;1266.0
46.01;40.8;951.0;257.0;830.0;637.0;1266.0
47.01;40.8;951.0;257.0;830.0;637.0;1266.0
48.02;40.8;951.0;257.0;830.0;637.0;1266.0
49.01;41.0;962.0;267.0;840.0;650.0;1274.0
50.01;41.0;962.0;267.0;840.0;650.0;1274.0
51.01;41.0;962.0;267.0;840.0;650.0;1274.0
52.01;41.0;962.0;267.0;840.0;650.0;1274.0
53.01;39.5;954.0;260.0;836.0;640.0;1269.0
54.01;39.5;954.0;260.0;836.0;640.0;1269.0
55.02;39.5;954.0;260.0;836.0;640.0;1269.0
56.01;40.8;954.0;260.0;836.0;640.0;1269.0
57.01;40.8;961.0;261.0;835.0;651.0;1272.0
58.01;40.8;961.0;261.0;835.0;651.0;1272.0
59.01;40.8;961.0;261.0;835.0;651.0;1272.0
60.01;40.8;961.0;261.0;835.0;651.0;1272.0
61.07;42.0;958.0;267.0;840.0;650.0;1267.0
62.01;42.0;958.0;267.0;840.0;650.0;1267.0
63.01;42.0;958.0;267.0;840.0;650.0;1267.0
64.01;42.0;958.0;267.0;840.0;650.0;1267.0
65.01;42.0;981.0;286.0;857.0;680.0;1282.0
66.01;42.0;981.0;286.0;857.0;680.0;1282.0
67.01;42.0;981.0;286.0;857.0;680.0;1282.0
68.01;39.8;981.0;286.0;857.0;680.0;1282.0
69.01;39.8;953.0;259.0;835.0;638.0;1267.0
70.01;39.8;953.0;259.0;835.0;638.0;1267.0
71.01;39.8;953.0;259.0;835.0;638.0;1267.0
72.01;39.0;953.0;259.0;835.0;638.0;1267.0
73.01;39.0;958.0;261.0;834.0;646.0;1270.0
74.01;39.0;958.0;261.0;834.0;646.0;1270.0
75.01;39.0;958.0;261.0;834.0;646.0;1270.0
76.01;39.5;958.0;261.0;834.0;646.0;1270.0
77.01;39.5;954.0;259.0;831.0;641.0;1267.0
78.12;39.5;954.0;259.0;831.0;641.0;1267.0
79.01;39.5;954.0;259.0;831.0;641.0;1267.0
80.01;40.8;954.0;259.0;831.0;641.0;1267.0
81.01;40.8;958.0;261.0;836.0;646.0;1269.0
82.31;40.8;958.0;261.0;836.0;646.0;1269.0
83.01;40.8;958.0;261.0;836.0;646.0;1269.0
84.01;41.0;958.0;261.0;836.0;646.0;1269.0
85.01;41.0;959.0;259.0;836.0;645.0;1273.0
86.01;41.0;959.0;259.0;836.0;645.0;1273.0
87.01;41.0;959.0;259.0;836.0;645.0;1273.0
88.18;41.0;959.0;259.0;836.0;645.0;1273.0
89.01;42.0;952.0;257.0;834.0;640.0;1265.0
90.01;42.0;952.0;257.0;834.0;640.0;1265.0
91.01;42.0;952.0;257.0;834.0;640.0;1265.0
92.01;39.3;952.0;257.0;834.0;640.0;1265.0
93.01;39.3;958.0;261.0;837.0;646.0;1270.0
94.01;39.3;958.0;261.0;837.0;646.0;1270.0
95.01;39.3;958.0;261.0;837.0;646.0;1270.0
96.01;40.0;958.0;261.0;837.0;646.0;1270.0
97.01;40.0;940.0;242.0;825.0;619.0;1261.0
98.01;40.0;940.0;242.0;825.0;619.0;1261.0
99.05;40.0;940.0;242.0;825.0;619.0;1261.0
100.01;40.8;940.0;242.0;825.0;619.0;1261.0
101.01;40.8;954.0;258.0;834.0;640.0;1268.0
102.01;40.8;954.0;258.0;834.0;640.0;1268.0
103.01;40.8;954.0;258.0;834.0;640.0;1268.0
104.01;40.3;954.0;258.0;834.0;640.0;1268.0
105.01;40.3;958.0;262.0;835.0;646.0;1270.0
106.43;40.3;958.0;262.0;835.0;646.0;1270.0
107.01;40.3;958.0;262.0;835.0;646.0;1270.0
108.01;40.5;958.0;262.0;835.0;646.0;1270.0
109.01;40.5;956.0;260.0;835.0;643.0;1269.0
110.05;40.5;956.0;260.0;835.0;643.0;1269.0
111.01;40.5;956.0;260.0;835.0;643.0;1269.0
112.01;41.0;956.0;260.0;835.0;643.0;1269.0
113.01;41.0;957.0;260.0;833.0;644.0;1270.0
114.01;41.0;957.0;260.0;833.0;644.0;1270.0
115.01;41.0;957.0;260.0;833.0;644.0;1270.0
116.01;41.0;957.0;260.0;833.0;644.0;1270.0
117.01;41.0;965.0;269.0;839.0;654.0;1276.0
118.01;41.0;965.0;269.0;839.0;654.0;1276.0
119.01;41.0;965.0;269.0;839.0;654.0;1276.0
120.25;41.0;965.0;269.0;839.0;654.0;1276.0
121.01;40.8;953.0;258.0;831.0;637.0;1269.0
122.01;40.8;953.0;258.0;831.0;637.0;1269.0
123.01;40.8;953.0;258.0;831.0;637.0;1269.0
124.01;39.3;953.0;258.0;831.0;637.0;1269.0
125.01;39.3;954.0;258.0;832.0;640.0;1268.0
126.01;39.3;954.0;258.0;832.0;640.0;1268.0
127.01;39.3;954.0;258.0;832.0;640.0;1268.0
128.01;40.8;954.0;258.0;832.0;640.0;1268.0
129.01;40.8;950.0;253.0;826.0;632.0;1267.0
130.09;40.8;950.0;253.0;826.0;632.0;1267.0
131.02;40.8;950.0;253.0;826.0;632.0;1267.0
132.01;40.8;950.0;253.0;826.0;632.0;1267.0
133.01;40.8;958.0;258.0;832.0;644.0;1271.0
134.01;40.8;958.0;258.0;832.0;644.0;1271.0
135.01;40.8;958.0;258.0;832.0;644.0;1271.0
136.01;39.0;958.0;258.0;832.0;644.0;1271.0
137.01;39.0;947.0;243.0;832.0;626.0;1268.0
138.01;39.0;947.0;243.0;832.0;626.0;1268.0
139.51;39.0;947.0;243.0;832.0;626.0;1268.0
140.01;39.0;947.0;243.0;832.0;626.0;1268.0
141.01;39.0;940.0;240.0;824.0;618.0;1262.0
142.01;39.0;940.0;240.0;824.0;618.0;1262.0
143.01;39.0;940.0;240.0;824.0;618.0;1262.0
144.01;39.3;940.0;240.0;824.0;618.0;1262.0
145.01;39.3;938.0;235.0;824.0;614.0;1261.0
146.01;39.3;938.0;235.0;824.0;614.0;1261.0
147.01;39.3;938.0;235.0;824.0;614.0;1261.0
148.01;39.3;938.0;235.0;824.0;614.0;1261.0
149.01;39.3;937.0;235.0;823.0;614.0;1260.0
150.01;39.3;937.0;235.0;823.0;614.0;1260.0
151.31;39.3;937.0;235.0;823.0;614.0;1260.0
152.01;40.3;937.0;235.0;823.0;614.0;1260.0
153.01;40.3;930.0;228.0;819.0;603.0;1257.0
154.01;40.3;930.0;228.0;819.0;603.0;1257.0
155.01;40.3;930.0;228.0;819.0;603.0;1257.0
156.23;40.3;930.0;228.0;819.0;603.0;1257.0
157.01;40.0;937.0;233.0;819.0;617.0;1258.0
158.01;40.0;937.0;233.0;819.0;617.0;1258.0
159.01;40.0;937.0;233.0;819.0;617.0;1258.0
160.01;39.0;937.0;233.0;819.0;617.0;1258.0
161.02;39.0;939.0;237.0;824.0;617.0;1262.0
162.01;39.0;939.0;237.0;824.0;617.0;1262.0
163.15;39.0;939.0;237.0;824.0;617.0;1262.0
164.01;40.3;939.0;237.0;824.0;617.0;1262.0
165.01;40.3;931.0;231.0;820.0;606.0;1257.0
166.01;40.3;931.0;231.0;820.0;606.0;1257.0
167.01;40.3;931.0;231.0;820.0;606.0;1257.0
168.01;39.0;931.0;231.0;820.0;606.0;1257.0
169.01;39.0;936.0;230.0;820.0;614.0;1259.0
170.01;39.0;936.0;230.0;820.0;614.0;1259.0
171.01;39.0;936.0;230.0;820.0;614.0;1259.0
172.01;39.0;936.0;230.0;820.0;614.0;1259.0
173.05;39.0;936.0;236.0;824.0;616.0;1257.0
174.01;39.0;936.0;236.0;824.0;616.0;1257.0
175.01;39.0;936.0;236.0;824.0;616.0;1257.0
176.01;40.3;936.0;236.0;824.0;616.0;1257.0
177.01;40.3;938.0;235.0;822.0;612.0;1263.0
178.01;40.3;938.0;235.0;822.0;612.0;1263.0
179.01;40.3;938.0;235.0;822.0;612.0;1263.0
180.01;39.0;938.0;235.0;822.0;612.0;1263.0
181.06;39.0;938.0;235.0;822.0;612.0;1263.0
182.01;39.0;940.0;236.0;822.0;617.0;1262.0
183.01;39.0;940.0;236.0;822.0;617.0;1262.0
184.01;40.0;940.0;236.0;822.0;617.0;1262.0
185.01;40.0;938.0;234.0;823.0;612.0;1263.0
186.01;40.0;938.0;234.0;823.0;612.0;1263.0
187.01;40.0;938.0;234.0;823.0;612.0;1263.0
188.01;39.0;938.0;234.0;823.0;612.0;1263.0
189.32;39.0;936.0;238.0;823.0;614.0;1259.0
190.01;39.0;936.0;238.0;823.0;614.0;1259.0
191.01;39.0;936.0;238.0;823.0;614.0;1259.0
192.01;38.3;936.0;238.0;823.0;614.0;1259.0
193.01;38.3;937.0;234.0;819.0;613.0;1262.0
194.01;38.3;937.0;234.0;819.0;613.0;1262.0
195.01;38.3;937.0;234.0;819.0;613.0;1262.0
196.01;38.3;937.0;234.0;819.0;613.0;1262.0
197.01;38.3;931.0;229.0;816.0;607.0;1255.0
198.01;38.3;931.0;229.0;816.0;607.0;1255.0
199.01;38.3;931.0;229.0;816.0;607.0;1255.0
200.01;38.3;931.0;229.0;816.0;607.0;1255.0
201.01;38.3;935.0;234.0;820.0;612.0;1258.0
202.22;38.3;935.0;234.0;820.0;612.0;1258.0
203.01;38.3;935.0;234.0;820.0;612.0;1258.0
204.01;39.8;935.0;234.0;820.0;612.0;1258.0
205.01;39.8;933.0;231.0;818.0;608.0;1259.0
206.01;39.8;933.0;231.0;818.0;608.0;1259.0
207.01;39.8;933.0;231.0;818.0;608.0;1259.0
208.01;39.8;933.0;231.0;818.0;608.0;1259.0
209.33;38.0;934.0;228.0;817.0;608.0;1259.0
210.01;38.0;934.0;228.0;817.0;608.0;1259.0
211.01;38.0;934.0;228.0;817.0;608.0;1259.0
212.01;40.0;934.0;228.0;817.0;608.0;1259.0
213.01;40.0;935.0;231.0;817.0;610.0;1260.0
214.02;40.0;935.0;231.0;817.0;610.0;1260.0
215.01;40.0;935.0;231.0;817.0;610.0;1260.0
216.01;39.5;935.0;231.0;817.0;610.0;1260.0
217.01;39.5;935.0;232.0;820.0;609.0;1262.0
218.01;39.5;935.0;232.0;820.0;609.0;1262.0
219.01;39.5;935.0;232.0;820.0;609.0;1262.0
220.01;39.5;935.0;232.0;820.0;609.0;1262.0
221.01;38.8;939.0;233.0;820.0;615.0;1263.0
222.01;38.8;939.0;233.0;820.0;615.0;1263.0
223.01;38.8;939.0;233.0;820.0;615.0;1263.0
224.01;38.3;939.0;233.0;820.0;615.0;1263.0
225.01;38.3;934.0;230.0;818.0;611.0;1258.0
226.01;38.3;934.0;230.0;818.0;611.0;1258.0
227.01;38.3;934.0;230.0;818.0;611.0;1258.0
228.01;38.5;934.0;230.0;818.0;611.0;1258.0
229.01;38.5;932.0;234.0;817.0;610.0;1254.0
230.01;38.5;932.0;234.0;817.0;610.0;1254.0
231.01;38.5;932.0;234.0;817.0;610.0;1254.0
232.01;38.0;932.0;234.0;817.0;610.0;1254.0
233.02;38.0;931.0;228.0;816.0;605.0;1258.0
234.01;38.0;931.0;228.0;816.0;605.0;1258.0
235.01;38.0;931.0;228.0;816.0;605.0;1258.0
236.01;39.3;931.0;228.0;816.0;605.0;1258.0
237.01;39.3;935.0;231.0;818.0;612.0;1258.0
238.01;39.3;935.0;231.0;818.0;612.0;1258.0
239.01;39.3;935.0;231.0;818.0;612.0;1258.0
240.01;39.3;935.0;231.0;818.0;612.0;1258.0
241.01;39.3;931.0;227.0;817.0;604.0;1259.0
242.01;39.3;931.0;227.0;817.0;604.0;1259.0
243.01;39.3;931.0;227.0;817.0;604.0;1259.0
244.01;39.0;931.0;227.0;817.0;604.0;1259.0
245.01;39.0;945.0;240.0;825.0;625.0;1265.0
246.01;39.0;945.0;240.0;825.0;625.0;1265.0
247.01;39.0;945.0;240.0;825.0;625.0;1265.0
248.01;38.3;945.0;240.0;825.0;625.0;1265.0
249.01;38.3;936.0;234.0;819.0;612.0;1260.0
250.01;38.3;936.0;234.0;819.0;612.0;1260.0
251.01;38.3;936.0;234.0;819.0;612.0;1260.0
252.01;38.8;936.0;234.0;819.0;612.0;1260.0
253.01;38.8;936.0;232.0;821.0;611.0;1260.0
254.07;38.8;936.0;232.0;821.0;611.0;1260.0
255.01;38.8;936.0;232.0;821.0;611.0;1260.0
256.01;40.0;936.0;232.0;821.0;611.0;1260.0
257.01;40.0;934.0;233.0;821.0;610.0;1259.0
258.01;40.0;934.0;233.0;821.0;610.0;1259.0
259.01;40.0;934.0;233.0;821.0;610.0;1259.0
260.01;39.5;934.0;233.0;821.0;610.0;1259.0
261.01;39.5;943.0;242.0;829.0;624.0;1263.0
262.01;39.5;943.0;242.0;829.0;624.0;1263.0
263.01;39.5;943.0;242.0;829.0;624.0;1263.0
264.01;39.3;943.0;242.0;829.0;624.0;1263.0
265.01;39.3;936.0;234.0;824.0;612.0;1260.0
266.01;39.3;936.0;234.0;824.0;612.0;1260.0
267.01;39.3;936.0;234.0;824.0;612.0;1260.0
268.01;38.8;936.0;234.0;824.0;612.0;1260.0
269.01;38.8;932.0;228.0;819.0;611.0;1252.0
270.16;38.8;932.0;228.0;819.0;611.0;1252.0
271.01;38.8;932.0;228.0;819.0;611.0;1252.0
272.01;39.8;932.0;228.0;819.0;611.0;1252.0
273.01;39.8;934.0;230.0;820.0;610.0;1258.0
274.01;39.8;934.0;230.0;820.0;610.0;1258.0
275.01;39.8;934.0;230.0;820.0;610.0;1258.0
276.01;39.0;934.0;230.0;820.0;610.0;1258.0
277.18;39.0;930.0;226.0;817.0;605.0;1254.0
278.01;39.0;930.0;226.0;817.0;605.0;1254.0
279.01;39.0;930.0;226.0;817.0;605.0;1254.0
280.01;39.8;930.0;226.0;817.0;605.0;1254.0
281.01;39.8;936.0;232.0;821.0;612.0;1259.0
282.01;39.8;936.0;232.0;821.0;612.0;1259.0
283.01;39.8;936.0;232.0;821.0;612.0;1259.0
284.07;39.8;936.0;232.0;821.0;612.0;1259.0
285.01;40.5;939.0;237.0;823.0;618.0;1260.0
286.01;40.5;939.0;237.0;823.0;618.0;1260.0
287.01;40.5;939.0;237.0;823.0;618.0;1260.0
288.01;40.5;939.0;237.0;823.0;618.0;1260.0
289.01;40.0;940.0;236.0;826.0;617.0;1263.0
290.01;40.0;940.0;236.0;826.0;617.0;1263.0
291.01;40.0;940.0;236.0;826.0;617.0;1263.0
292.01;38.8;940.0;236.0;826.0;617.0;1263.0
293.01;38.8;940.0;237.0;824.0;617.0;1263.0
294.01;38.8;940.0;237.0;824.0;617.0;1263.0
295.09;38.8;940.0;237.0;824.0;617.0;1263.0
296.01;40.5;940.0;237.0;824.0;617.0;1263.0
297.01;40.5;938.0;237.0;825.0;615.0;1261.0
298.01;40.5;938.0;237.0;825.0;615.0;1261.0
299.01;40.5;938.0;237.0;825.0;615.0;1261.0
300.01;39.3;938.0;237.0;825.0;615.0;1261.0
301.01;39.3;952.0;255.0;832.0;636.0;1267.0
302.11;39.3;952.0;255.0;832.0;636.0;1267.0
303.01;39.3;952.0;255.0;832.0;636.0;1267.0
304.01;40.3;952.0;255.0;832.0;636.0;1267.0
305.01;40.3;947.0;245.0;830.0;628.0;1266.0
306.01;40.3;947.0;245.0;830.0;628.0;1266.0
307.01;40.3;947.0;245.0;830.0;628.0;1266.0
308.01;38.8;947.0;245.0;830.0;628.0;1266.0
309.01;38.8;935.0;232.0;820.0;612.0;1257.0
310.01;38.8;935.0;232.0;820.0;612.0;1257.0
311.01;38.8;935.0;232.0;820.0;612.0;1257.0
312.01;39.0;935.0;232.0;820.0;612.0;1257.0
313.01;39.0;938.0;237.0;824.0;616.0;1261.0
314.01;39.0;938.0;237.0;824.0;616.0;1261.0
315.01;39.0;938.0;237.0;824.0;616.0;1261.0
316.01;39.3;938.0;237.0;824.0;616.0;1261.0
317.01;39.3;932.0;229.0;818.0;606.0;1258.0
318.01;39.3;932.0;229.0;818.0;606.0;1258.0
319.01;39.3;932.0;229.0;818.0;606.0;1258.0
320.01;39.0;932.0;229.0;818.0;606.0;1258.0
321.09;39.0;947.0;246.0;827.0;632.0;1262.0
322.01;39.0;947.0;246.0;827.0;632.0;1262.0
323.01;39.0;947.0;246.0;827.0;632.0;1262.0
324.01;40.3;947.0;246.0;827.0;632.0;1262.0
325.01;40.3;940.0;242.0;826.0;620.0;1260.0
326.02;40.3;940.0;242.0;826.0;620.0;1260.0
327.01;40.3;940.0;242.0;826.0;620.0;1260.0
328.01;39.0;940.0;242.0;826.0;620.0;1260.0
